,date,sigla_state,city,place_type,confirmed,deaths,order_for_place,is_last,population,codigo_ibge,confirmed_per_100k_inhabitants,death_rate,latitude,longitude,codigo_uf,state
1490,2020-03-19,PR,Campo Largo,city,1.0,0.0,3.0,False,132002.0,4104204,0.75756,0.0,-25.4525,-49.529,41.0,Paraná
1491,2020-03-18,PR,Campo Largo,city,1.0,0.0,2.0,False,132002.0,4104204,0.75756,0.0,-25.4525,-49.529,41.0,Paraná
1492,2020-03-17,PR,Campo Largo,city,1.0,0.0,1.0,False,132002.0,4104204,0.75756,0.0,-25.4525,-49.529,41.0,Paraná
1498,2020-04-02,PR,Campo Mourão,city,8.0,1.0,9.0,True,94859.0,4104303,8.43357,0.125,-24.0463,-52.378,41.0,Paraná
1499,2020-04-01,PR,Campo Mourão,city,4.0,0.0,8.0,False,94859.0,4104303,4.21678,0.0,-24.0463,-52.378,41.0,Paraná
1500,2020-03-31,PR,Campo Mourão,city,3.0,0.0,7.0,False,94859.0,4104303,3.1625900000000002,0.0,-24.0463,-52.378,41.0,Paraná
1501,2020-03-30,PR,Campo Mourão,city,2.0,0.0,6.0,False,94859.0,4104303,2.10839,0.0,-24.0463,-52.378,41.0,Paraná
1502,2020-03-29,PR,Campo Mourão,city,2.0,0.0,5.0,False,94859.0,4104303,2.10839,0.0,-24.0463,-52.378,41.0,Paraná
1503,2020-03-28,PR,Campo Mourão,city,2.0,0.0,4.0,False,94859.0,4104303,2.10839,0.0,-24.0463,-52.378,41.0,Paraná
1504,2020-03-27,PR,Campo Mourão,city,2.0,0.0,3.0,False,94859.0,4104303,2.10839,0.0,-24.0463,-52.378,41.0,Paraná
1505,2020-03-26,PR,Campo Mourão,city,1.0,0.0,2.0,False,94859.0,4104303,1.0542,0.0,-24.0463,-52.378,41.0,Paraná
1506,2020-03-25,PR,Campo Mourão,city,1.0,0.0,1.0,False,94859.0,4104303,1.0542,0.0,-24.0463,-52.378,41.0,Paraná
1515,2020-04-02,MG,Campos Altos,city,1.0,0.0,11.0,True,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1516,2020-04-01,MG,Campos Altos,city,1.0,0.0,10.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1517,2020-03-31,MG,Campos Altos,city,1.0,0.0,9.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1518,2020-03-30,MG,Campos Altos,city,1.0,0.0,8.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1519,2020-03-29,MG,Campos Altos,city,1.0,0.0,7.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1520,2020-03-28,MG,Campos Altos,city,1.0,0.0,6.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1521,2020-03-27,MG,Campos Altos,city,1.0,0.0,5.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1522,2020-03-26,MG,Campos Altos,city,1.0,0.0,4.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1523,2020-03-25,MG,Campos Altos,city,1.0,0.0,3.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1524,2020-03-24,MG,Campos Altos,city,1.0,0.0,2.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1525,2020-03-23,MG,Campos Altos,city,1.0,0.0,1.0,False,15461.0,3111507,6.467890000000001,0.0,-19.6914,-46.1725,31.0,Minas Gerais
1536,2020-04-01,RJ,Campos dos Goytacazes,city,1.0,0.0,9.0,True,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1537,2020-03-31,RJ,Campos dos Goytacazes,city,1.0,0.0,8.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1538,2020-03-30,RJ,Campos dos Goytacazes,city,1.0,0.0,7.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1539,2020-03-29,RJ,Campos dos Goytacazes,city,1.0,0.0,6.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1540,2020-03-28,RJ,Campos dos Goytacazes,city,1.0,0.0,5.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1541,2020-03-27,RJ,Campos dos Goytacazes,city,1.0,0.0,4.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1542,2020-03-26,RJ,Campos dos Goytacazes,city,1.0,0.0,3.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1543,2020-03-25,RJ,Campos dos Goytacazes,city,1.0,0.0,2.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1544,2020-03-24,RJ,Campos dos Goytacazes,city,1.0,0.0,1.0,False,507548.0,3301009,0.19702999999999998,0.0,-21.7622,-41.3181,33.0,Rio de Janeiro
1550,2020-04-02,BA,Canarana,city,1.0,0.0,9.0,True,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1551,2020-04-01,BA,Canarana,city,1.0,0.0,8.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1552,2020-03-31,BA,Canarana,city,1.0,0.0,7.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1553,2020-03-30,BA,Canarana,city,1.0,0.0,6.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1554,2020-03-29,BA,Canarana,city,1.0,0.0,5.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1555,2020-03-28,BA,Canarana,city,1.0,0.0,4.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1556,2020-03-27,BA,Canarana,city,1.0,0.0,3.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1557,2020-03-26,BA,Canarana,city,1.0,0.0,2.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1558,2020-03-25,BA,Canarana,city,1.0,0.0,1.0,False,26176.0,2906204,3.82029,0.0,-11.6858,-41.7677,29.0,Bahia
1566,2020-04-02,BA,Candeias,city,1.0,0.0,3.0,True,87076.0,2906501,1.14842,0.0,-12.6716,-38.5472,29.0,Bahia
1567,2020-04-01,BA,Candeias,city,1.0,0.0,2.0,False,87076.0,2906501,1.14842,0.0,-12.6716,-38.5472,29.0,Bahia
1568,2020-03-31,BA,Candeias,city,1.0,0.0,1.0,False,87076.0,2906501,1.14842,0.0,-12.6716,-38.5472,29.0,Bahia
1576,2020-04-02,SC,Canelinha,city,1.0,0.0,9.0,True,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1577,2020-04-01,SC,Canelinha,city,1.0,0.0,8.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1578,2020-03-31,SC,Canelinha,city,1.0,0.0,7.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1579,2020-03-30,SC,Canelinha,city,1.0,0.0,6.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1580,2020-03-29,SC,Canelinha,city,1.0,0.0,5.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1581,2020-03-28,SC,Canelinha,city,1.0,0.0,4.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1582,2020-03-27,SC,Canelinha,city,1.0,0.0,3.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1583,2020-03-26,SC,Canelinha,city,1.0,0.0,2.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1584,2020-03-25,SC,Canelinha,city,1.0,0.0,1.0,False,12240.0,4203709,8.16993,0.0,-27.2616,-48.7658,42.0,Santa Catarina
1586,2020-04-02,RS,Canguçu,city,1.0,0.0,6.0,True,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1587,2020-04-01,RS,Canguçu,city,1.0,0.0,5.0,False,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1588,2020-03-31,RS,Canguçu,city,1.0,0.0,4.0,False,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1589,2020-03-30,RS,Canguçu,city,1.0,0.0,3.0,False,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1590,2020-03-29,RS,Canguçu,city,1.0,0.0,2.0,False,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1591,2020-03-28,RS,Canguçu,city,1.0,0.0,1.0,False,56045.0,4304507,1.7842799999999999,0.0,-31.396,-52.6783,43.0,Rio Grande do Sul
1597,2020-04-02,RS,Canoas,city,8.0,0.0,13.0,True,346616.0,4304606,2.30803,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1598,2020-04-01,RS,Canoas,city,8.0,0.0,12.0,False,346616.0,4304606,2.30803,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1599,2020-03-31,RS,Canoas,city,8.0,0.0,11.0,False,346616.0,4304606,2.30803,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1600,2020-03-30,RS,Canoas,city,8.0,0.0,10.0,False,346616.0,4304606,2.30803,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1601,2020-03-29,RS,Canoas,city,7.0,0.0,9.0,False,346616.0,4304606,2.01953,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1602,2020-03-28,RS,Canoas,city,7.0,0.0,8.0,False,346616.0,4304606,2.01953,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1603,2020-03-27,RS,Canoas,city,7.0,0.0,7.0,False,346616.0,4304606,2.01953,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1604,2020-03-26,RS,Canoas,city,7.0,0.0,6.0,False,346616.0,4304606,2.01953,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1605,2020-03-25,RS,Canoas,city,6.0,0.0,5.0,False,346616.0,4304606,1.73102,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1606,2020-03-24,RS,Canoas,city,6.0,0.0,4.0,False,346616.0,4304606,1.73102,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1607,2020-03-23,RS,Canoas,city,5.0,0.0,3.0,False,346616.0,4304606,1.44252,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1608,2020-03-22,RS,Canoas,city,3.0,0.0,2.0,False,346616.0,4304606,0.86551,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1609,2020-03-21,RS,Canoas,city,2.0,0.0,1.0,False,346616.0,4304606,0.57701,0.0,-29.9128,-51.1857,43.0,Rio Grande do Sul
1617,2020-04-02,RR,Cantá,city,3.0,0.0,1.0,True,18335.0,1400175,16.36215,0.0,2.60994,-60.6058,14.0,Roraima
1648,2020-04-02,MG,Capitólio,city,1.0,0.0,2.0,True,8632.0,3112802,11.5848,0.0,-20.6164,-46.0493,31.0,Minas Gerais
1649,2020-04-01,MG,Capitólio,city,1.0,0.0,1.0,False,8632.0,3112802,11.5848,0.0,-20.6164,-46.0493,31.0,Minas Gerais
1659,2020-04-02,RS,Capão da Canoa,city,2.0,0.0,11.0,True,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1660,2020-04-01,RS,Capão da Canoa,city,2.0,0.0,10.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1661,2020-03-31,RS,Capão da Canoa,city,2.0,0.0,9.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1662,2020-03-30,RS,Capão da Canoa,city,2.0,0.0,8.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1663,2020-03-29,RS,Capão da Canoa,city,2.0,0.0,7.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1664,2020-03-28,RS,Capão da Canoa,city,2.0,0.0,6.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1665,2020-03-27,RS,Capão da Canoa,city,2.0,0.0,5.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1666,2020-03-26,RS,Capão da Canoa,city,2.0,0.0,4.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1667,2020-03-25,RS,Capão da Canoa,city,2.0,0.0,3.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1668,2020-03-24,RS,Capão da Canoa,city,2.0,0.0,2.0,False,53049.0,4304630,3.7701,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1669,2020-03-23,RS,Capão da Canoa,city,1.0,0.0,1.0,False,53049.0,4304630,1.88505,0.0,-29.7642,-50.0282,43.0,Rio Grande do Sul
1671,2020-04-02,RS,Capão do Leão,city,1.0,0.0,3.0,True,25354.0,4304663,3.94415,0.0,-31.7565,-52.4889,43.0,Rio Grande do Sul
1672,2020-04-01,RS,Capão do Leão,city,1.0,0.0,2.0,False,25354.0,4304663,3.94415,0.0,-31.7565,-52.4889,43.0,Rio Grande do Sul
1673,2020-03-31,RS,Capão do Leão,city,1.0,0.0,1.0,False,25354.0,4304663,3.94415,0.0,-31.7565,-52.4889,43.0,Rio Grande do Sul
1683,2020-04-01,SP,Carapicuíba,city,7.0,0.0,11.0,True,400927.0,3510609,1.74595,0.0,-23.5235,-46.8407,35.0,São Paulo
1684,2020-03-31,SP,Carapicuíba,city,6.0,0.0,10.0,False,400927.0,3510609,1.49653,0.0,-23.5235,-46.8407,35.0,São Paulo
1685,2020-03-30,SP,Carapicuíba,city,3.0,0.0,9.0,False,400927.0,3510609,0.74827,0.0,-23.5235,-46.8407,35.0,São Paulo
1686,2020-03-27,SP,Carapicuíba,city,2.0,0.0,8.0,False,400927.0,3510609,0.49883999999999995,0.0,-23.5235,-46.8407,35.0,São Paulo
1687,2020-03-26,SP,Carapicuíba,city,2.0,0.0,7.0,False,400927.0,3510609,0.49883999999999995,0.0,-23.5235,-46.8407,35.0,São Paulo
1688,2020-03-25,SP,Carapicuíba,city,2.0,0.0,6.0,False,400927.0,3510609,0.49883999999999995,0.0,-23.5235,-46.8407,35.0,São Paulo
1689,2020-03-20,SP,Carapicuíba,city,2.0,0.0,5.0,False,400927.0,3510609,0.49883999999999995,0.0,-23.5235,-46.8407,35.0,São Paulo
1690,2020-03-19,SP,Carapicuíba,city,2.0,0.0,4.0,False,400927.0,3510609,0.49883999999999995,0.0,-23.5235,-46.8407,35.0,São Paulo
1691,2020-03-17,SP,Carapicuíba,city,1.0,0.0,3.0,False,400927.0,3510609,0.24941999999999998,0.0,-23.5235,-46.8407,35.0,São Paulo
1692,2020-03-16,SP,Carapicuíba,city,1.0,0.0,2.0,False,400927.0,3510609,0.24941999999999998,0.0,-23.5235,-46.8407,35.0,São Paulo
1693,2020-03-14,SP,Carapicuíba,city,1.0,0.0,1.0,False,400927.0,3510609,0.24941999999999998,0.0,-23.5235,-46.8407,35.0,São Paulo
1710,2020-04-02,AM,Careiro da Várzea,city,1.0,0.0,3.0,True,30225.0,1301159,3.3085199999999997,0.0,-3.314,-59.5557,13.0,Amazonas
1711,2020-04-01,AM,Careiro da Várzea,city,1.0,0.0,2.0,False,30225.0,1301159,3.3085199999999997,0.0,-3.314,-59.5557,13.0,Amazonas
1712,2020-03-31,AM,Careiro da Várzea,city,1.0,0.0,1.0,False,30225.0,1301159,3.3085199999999997,0.0,-3.314,-59.5557,13.0,Amazonas
1713,2020-04-01,ES,Cariacica,city,7.0,0.0,13.0,True,381285.0,3201308,1.8359,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1714,2020-03-31,ES,Cariacica,city,5.0,0.0,12.0,False,381285.0,3201308,1.31136,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1715,2020-03-30,ES,Cariacica,city,3.0,0.0,11.0,False,381285.0,3201308,0.78681,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1716,2020-03-29,ES,Cariacica,city,2.0,0.0,10.0,False,381285.0,3201308,0.52454,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1717,2020-03-28,ES,Cariacica,city,1.0,0.0,9.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1718,2020-03-27,ES,Cariacica,city,1.0,0.0,8.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1719,2020-03-26,ES,Cariacica,city,1.0,0.0,7.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1720,2020-03-25,ES,Cariacica,city,1.0,0.0,6.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1721,2020-03-24,ES,Cariacica,city,1.0,0.0,5.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1722,2020-03-23,ES,Cariacica,city,1.0,0.0,4.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1723,2020-03-22,ES,Cariacica,city,1.0,0.0,3.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1724,2020-03-21,ES,Cariacica,city,1.0,0.0,2.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1725,2020-03-20,ES,Cariacica,city,1.0,0.0,1.0,False,381285.0,3201308,0.26227,0.0,-20.2632,-40.4165,32.0,Espírito Santo
1735,2020-04-02,RS,Carlos Barbosa,city,1.0,0.0,13.0,True,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1736,2020-04-01,RS,Carlos Barbosa,city,1.0,0.0,12.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1737,2020-03-31,RS,Carlos Barbosa,city,1.0,0.0,11.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1738,2020-03-30,RS,Carlos Barbosa,city,1.0,0.0,10.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1739,2020-03-29,RS,Carlos Barbosa,city,1.0,0.0,9.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1740,2020-03-28,RS,Carlos Barbosa,city,1.0,0.0,8.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1741,2020-03-27,RS,Carlos Barbosa,city,1.0,0.0,7.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1742,2020-03-26,RS,Carlos Barbosa,city,1.0,0.0,6.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1743,2020-03-25,RS,Carlos Barbosa,city,1.0,0.0,5.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1744,2020-03-24,RS,Carlos Barbosa,city,1.0,0.0,4.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1745,2020-03-23,RS,Carlos Barbosa,city,1.0,0.0,3.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1746,2020-03-22,RS,Carlos Barbosa,city,1.0,0.0,2.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1747,2020-03-21,RS,Carlos Barbosa,city,1.0,0.0,1.0,False,29833.0,4304804,3.3519900000000002,0.0,-29.2969,-51.5028,43.0,Rio Grande do Sul
1755,2020-04-02,MG,Carmo do Cajuru,city,1.0,0.0,7.0,True,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1756,2020-04-01,MG,Carmo do Cajuru,city,1.0,0.0,6.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1757,2020-03-31,MG,Carmo do Cajuru,city,1.0,0.0,5.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1758,2020-03-30,MG,Carmo do Cajuru,city,1.0,0.0,4.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1759,2020-03-29,MG,Carmo do Cajuru,city,1.0,0.0,3.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1760,2020-03-28,MG,Carmo do Cajuru,city,1.0,0.0,2.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1761,2020-03-27,MG,Carmo do Cajuru,city,1.0,0.0,1.0,False,22478.0,3114204,4.44879,0.0,-20.1912,-44.7664,31.0,Minas Gerais
1769,2020-04-01,RN,Carnaubais,city,1.0,0.0,3.0,True,10759.0,2402501,9.29454,0.0,-5.34181,-36.8335,24.0,Rio Grande do Norte
1770,2020-03-31,RN,Carnaubais,city,1.0,0.0,2.0,False,10759.0,2402501,9.29454,0.0,-5.34181,-36.8335,24.0,Rio Grande do Norte
1771,2020-03-30,RN,Carnaubais,city,1.0,0.0,1.0,False,10759.0,2402501,9.29454,0.0,-5.34181,-36.8335,24.0,Rio Grande do Norte
1784,2020-04-02,PE,Caruaru,city,1.0,0.0,11.0,True,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1785,2020-04-01,PE,Caruaru,city,1.0,0.0,10.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1786,2020-03-31,PE,Caruaru,city,1.0,0.0,9.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1787,2020-03-30,PE,Caruaru,city,1.0,0.0,8.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1788,2020-03-29,PE,Caruaru,city,1.0,0.0,7.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1789,2020-03-28,PE,Caruaru,city,1.0,0.0,6.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1790,2020-03-27,PE,Caruaru,city,1.0,0.0,5.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1791,2020-03-26,PE,Caruaru,city,1.0,0.0,4.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1792,2020-03-25,PE,Caruaru,city,1.0,0.0,3.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1793,2020-03-24,PE,Caruaru,city,1.0,0.0,2.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1794,2020-03-23,PE,Caruaru,city,1.0,0.0,1.0,False,361118.0,2604106,0.27692,0.0,-8.28455,-35.9699,26.0,Pernambuco
1804,2020-04-02,PR,Cascavel,city,13.0,1.0,11.0,True,328454.0,4104808,3.9579400000000002,0.0769,-24.9573,-53.459,41.0,Paraná
1805,2020-04-01,PR,Cascavel,city,10.0,1.0,10.0,False,328454.0,4104808,3.04457,0.1,-24.9573,-53.459,41.0,Paraná
1806,2020-03-31,PR,Cascavel,city,10.0,1.0,9.0,False,328454.0,4104808,3.04457,0.1,-24.9573,-53.459,41.0,Paraná
1807,2020-03-30,PR,Cascavel,city,8.0,1.0,8.0,False,328454.0,4104808,2.43565,0.125,-24.9573,-53.459,41.0,Paraná
1808,2020-03-29,PR,Cascavel,city,8.0,0.0,7.0,False,328454.0,4104808,2.43565,0.0,-24.9573,-53.459,41.0,Paraná
1809,2020-03-28,PR,Cascavel,city,7.0,0.0,6.0,False,328454.0,4104808,2.1312,0.0,-24.9573,-53.459,41.0,Paraná
1810,2020-03-27,PR,Cascavel,city,5.0,0.0,5.0,False,328454.0,4104808,1.5222799999999999,0.0,-24.9573,-53.459,41.0,Paraná
1811,2020-03-26,PR,Cascavel,city,2.0,0.0,4.0,False,328454.0,4104808,0.6089100000000001,0.0,-24.9573,-53.459,41.0,Paraná
1812,2020-03-25,PR,Cascavel,city,2.0,0.0,3.0,False,328454.0,4104808,0.6089100000000001,0.0,-24.9573,-53.459,41.0,Paraná
1813,2020-03-24,PR,Cascavel,city,2.0,0.0,2.0,False,328454.0,4104808,0.6089100000000001,0.0,-24.9573,-53.459,41.0,Paraná
1814,2020-03-23,PR,Cascavel,city,1.0,0.0,1.0,False,328454.0,4104808,0.30446,0.0,-24.9573,-53.459,41.0,Paraná
1821,2020-04-02,PA,Castanhal,city,1.0,0.0,8.0,True,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1822,2020-04-01,PA,Castanhal,city,1.0,0.0,7.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1823,2020-03-31,PA,Castanhal,city,1.0,0.0,6.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1824,2020-03-30,PA,Castanhal,city,1.0,0.0,5.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1825,2020-03-29,PA,Castanhal,city,1.0,0.0,4.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1826,2020-03-28,PA,Castanhal,city,1.0,0.0,3.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1827,2020-03-27,PA,Castanhal,city,1.0,0.0,2.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1828,2020-03-26,PA,Castanhal,city,1.0,0.0,1.0,False,200793.0,1502400,0.49803000000000003,0.0,-1.29797,-47.9167,15.0,Pará
1831,2020-04-01,ES,Castelo,city,2.0,0.0,7.0,True,37534.0,3201407,5.3285,0.0,-20.6033,-41.2031,32.0,Espírito Santo
1832,2020-03-31,ES,Castelo,city,1.0,0.0,6.0,False,37534.0,3201407,2.66425,0.0,-20.6033,-41.2031,32.0,Espírito Santo
1833,2020-03-30,ES,Castelo,city,1.0,0.0,5.0,False,37534.0,3201407,2.66425,0.0,-20.6033,-41.2031,32.0,Espírito Santo
1834,2020-03-29,ES,Castelo,city,1.0,0.0,4.0,False,37534.0,3201407,2.66425,0.0,-20.6033,-41.2031,32.0,Espírito Santo
1835,2020-03-28,ES,Castelo,city,1.0,0.0,3.0,False,37534.0,3201407,2.66425,0.0,-20.6033,-41.2031,32.0,Espírito Santo
1836,2020-03-27,ES,Castelo,city,1.0,0.0,2.0,False,37534.0,3201407,2.66425,0.0,-20.6033,-41.2031,32.0,Espírito Santo
