,date,sigla_state,city,place_type,confirmed,deaths,order_for_place,is_last,population,codigo_ibge,confirmed_per_100k_inhabitants,death_rate,latitude,longitude,codigo_uf,state
4102,2020-04-01,SP,Jaguariúna,city,1.0,0.0,9.0,True,57488.0,3524709,1.7394900000000002,0.0,-22.7037,-46.9851,35.0,São Paulo
4112,2020-04-02,SC,Jaguaruna,city,2.0,0.0,13.0,True,20024.0,4208807,9.988010000000001,0.0,-28.6146,-49.0296,42.0,Santa Catarina
4136,2020-04-01,SP,Jandira,city,2.0,0.0,3.0,True,124937.0,3525003,1.60081,0.0,-23.5275,-46.9023,35.0,São Paulo
4158,2020-04-02,SC,Jaraguá do Sul,city,4.0,0.0,14.0,True,177697.0,4208906,2.25102,0.0,-26.4851,-49.0713,42.0,Santa Catarina
4185,2020-04-02,RO,Jaru,city,1.0,0.0,4.0,True,51775.0,1100114,1.93143,0.0,-10.4318,-62.4788,11.0,Rondônia
4190,2020-04-02,GO,Jataí,city,2.0,0.0,15.0,True,100882.0,5211909,1.9825099999999998,0.0,-17.8784,-51.7204,52.0,Goiás
4225,2020-04-02,BA,Jequié,city,1.0,0.0,11.0,True,155966.0,2918001,0.64117,0.0,-13.8509,-40.0877,29.0,Bahia
4244,2020-04-02,RO,Ji-Paraná,city,1.0,0.0,13.0,True,128969.0,1100122,0.7753800000000001,0.0,-10.8777,-61.9322,11.0,Rondônia
4267,2020-04-02,SC,Joaçaba,city,1.0,0.0,1.0,True,30118.0,4209003,3.32027,0.0,-27.1721,-51.5108,42.0,Santa Catarina
4271,2020-04-02,SC,Joinville,city,16.0,1.0,21.0,True,590466.0,4209102,2.70972,0.0625,-26.3045,-48.8487,42.0,Santa Catarina
4311,2020-04-02,PB,João Pessoa,city,23.0,0.0,22.0,True,809015.0,2507507,2.8429599999999997,0.0,-7.11509,-34.8641,25.0,Paraíba
4340,2020-04-02,BA,Juazeiro,city,2.0,0.0,11.0,True,216707.0,2918407,0.92291,0.0,-9.41622,-40.5033,29.0,Bahia
4351,2020-04-01,CE,Juazeiro do Norte,city,1.0,0.0,13.0,True,274207.0,2307304,0.36469,0.0,-7.1962100000000015,-39.3076,23.0,Ceará
4369,2020-04-02,MG,Juiz de Fora,city,30.0,0.0,18.0,True,568873.0,3136702,5.27358,0.0,-21.7595,-43.3398,31.0,Minas Gerais
4390,2020-04-01,SP,Jundiaí,city,5.0,0.0,6.0,True,418962.0,3525904,1.19343,0.0,-23.1852,-46.8974,35.0,São Paulo
4436,2020-04-02,SC,Lages,city,1.0,0.0,12.0,True,157544.0,4209300,0.63474,0.0,-27.815,-50.3259,42.0,Santa Catarina
4469,2020-04-02,MG,Lagoa da Prata,city,5.0,0.0,11.0,True,52165.0,3137205,9.58497,0.0,-20.0237,-45.5401,31.0,Minas Gerais
4498,2020-04-02,SC,Laguna,city,1.0,0.0,10.0,True,45814.0,4209409,2.1827400000000003,0.0,-28.4843,-48.7772,42.0,Santa Catarina
4511,2020-04-02,RS,Lajeado,city,6.0,0.0,13.0,True,84014.0,4311403,7.1416699999999995,0.0,-29.4591,-51.9644,43.0,Rio Grande do Sul
4536,2020-04-02,PR,Lapa,city,1.0,0.0,3.0,True,48163.0,4113205,2.07628,0.0,-25.7671,-49.7168,41.0,Paraná
4550,2020-04-02,BA,Lauro de Freitas,city,12.0,0.0,15.0,True,198440.0,2919207,6.0471699999999995,0.0,-12.8978,-38.321,29.0,Bahia
4566,2020-04-02,MG,Lavras,city,1.0,0.0,2.0,True,103773.0,3138203,0.9636399999999999,0.0,-21.248,-45.0009,31.0,Minas Gerais
4577,2020-04-01,SP,Lençóis Paulista,city,1.0,0.0,2.0,True,68432.0,3526803,1.4613,0.0,-22.6027,-48.8037,35.0,São Paulo
4582,2020-04-02,PR,Leópolis,city,1.0,0.0,1.0,True,3954.0,4113403,25.29084,0.0,-23.0818,-50.7511,41.0,Paraná
4589,2020-04-01,SP,Limeira,city,2.0,0.0,1.0,True,306114.0,3526902,0.65335,0.0,-22.566,-47.397,35.0,São Paulo
4600,2020-04-01,ES,Linhares,city,7.0,0.0,14.0,True,173555.0,3203205,4.0333,0.0,-19.3946,-40.0643,32.0,Espírito Santo
4621,2020-04-02,PR,Londrina,city,27.0,0.0,17.0,True,569733.0,4113700,4.73906,0.0,-23.304,-51.1691,41.0,Paraná
4643,2020-04-01,SP,Louveira,city,1.0,0.0,5.0,True,48885.0,3527306,2.04562,0.0,-23.0856,-46.9484,35.0,São Paulo
4648,2020-04-02,MT,Lucas do Rio Verde,city,1.0,0.0,1.0,True,65534.0,5105259,1.52593,0.0,-13.0588,-55.9042,51.0,Mato Grosso
4668,2020-04-02,GO,Luziânia,city,1.0,1.0,9.0,True,208299.0,5212501,0.48008,1.0,-16.253,-47.95,52.0,Goiás
4681,2020-04-01,RN,Luís Gomes,city,1.0,0.0,3.0,True,10116.0,2407005,9.88533,0.0,-6.405880000000002,-38.3899,24.0,Rio Grande do Norte
4688,2020-04-02,AP,Macapá,city,12.0,0.0,14.0,True,503327.0,1600303,2.38414,0.0,0.034934,-51.0694,16.0,Amapá
4706,2020-04-01,RJ,Macaé,city,1.0,0.0,2.0,True,256672.0,3302403,0.3896,0.0,-22.3768,-41.7848,33.0,Rio de Janeiro
4708,2020-04-01,RN,Macaíba,city,1.0,0.0,4.0,True,80792.0,2407104,1.23775,0.0,-5.85229,-35.3552,24.0,Rio Grande do Norte
4714,2020-04-02,AL,Maceió,city,13.0,1.0,23.0,True,1018948.0,2704302,1.27583,0.0769,-9.66599,-35.735,27.0,Alagoas
4758,2020-04-01,SP,Mairiporã,city,2.0,0.0,5.0,True,100179.0,3528502,1.99643,0.0,-23.3171,-46.5897,35.0,São Paulo
4780,2020-04-02,AM,Manacapuru,city,6.0,0.0,7.0,True,97377.0,1302504,6.16162,0.0,-3.29066,-60.6216,13.0,Amazonas
4789,2020-04-02,AM,Manaus,city,205.0,2.0,17.0,True,2182763.0,1302603,9.39177,0.0098,-3.11866,-60.0212,13.0,Amazonas
4809,2020-04-02,PR,Mandirituba,city,1.0,0.0,1.0,True,26869.0,4114302,3.7217599999999997,0.0,-25.777,-49.3282,41.0,Paraná
4813,2020-04-01,RJ,Mangaratiba,city,1.0,0.0,5.0,True,44468.0,3302601,2.2488099999999998,0.0,-22.9594,-44.0409,33.0,Rio de Janeiro
4819,2020-04-02,MG,Manhuaçu,city,1.0,0.0,4.0,True,90229.0,3139409,1.10829,0.0,-20.2572,-42.028,31.0,Minas Gerais
4837,2020-04-02,PA,Marabá,city,1.0,0.0,11.0,True,279349.0,1504208,0.35798,0.0,-5.38075,-49.1327,15.0,Pará
4851,2020-04-01,CE,Maracanaú,city,1.0,0.0,4.0,True,227886.0,2307650,0.43882,0.0,-3.86699,-38.6259,23.0,Ceará
4863,2020-04-01,CE,Maranguape,city,1.0,0.0,6.0,True,128978.0,2307700,0.77533,0.0,-3.89143,-38.6829,23.0,Ceará
4874,2020-04-02,RS,Marau,city,3.0,0.0,8.0,True,44161.0,4311809,6.79332,0.0,-28.4498,-52.1986,43.0,Rio Grande do Sul
4895,2020-04-02,PR,Marechal Cândido Rondon,city,2.0,0.0,5.0,True,52944.0,4114609,3.7775800000000004,0.0,-24.557,-54.0571,41.0,Paraná
4908,2020-04-02,MG,Mariana,city,3.0,1.0,13.0,True,60724.0,3140001,4.94039,0.3333,-20.3765,-43.414,31.0,Minas Gerais
4925,2020-04-01,RJ,Maricá,city,2.0,0.0,4.0,True,161207.0,3302700,1.24064,0.0,-22.9354,-42.8246,33.0,Rio de Janeiro
4934,2020-04-02,PR,Maringá,city,13.0,2.0,16.0,True,423666.0,4115200,3.06845,0.1538,-23.4205,-51.9333,41.0,Paraná
4953,2020-04-02,PA,Marituba,city,1.0,0.0,3.0,True,131521.0,1504422,0.7603300000000001,0.0,-1.36002,-48.3421,15.0,Pará
4958,2020-04-02,PR,Mariópolis,city,1.0,0.0,6.0,True,6610.0,4115309,15.128589999999999,0.0,-26.355,-52.5532,41.0,Paraná
5000,2020-04-02,PR,Matinhos,city,1.0,0.0,4.0,True,34720.0,4115705,2.8801799999999997,0.0,-25.8237,-48.549,41.0,Paraná
5018,2020-04-01,SP,Matão,city,1.0,0.0,2.0,True,83170.0,3529302,1.20236,0.0,-21.6025,-48.364,35.0,São Paulo
5024,2020-04-01,CE,Mauriti,city,1.0,0.0,9.0,True,47962.0,2308104,2.08498,0.0,-7.385969999999999,-38.7708,23.0,Ceará
5033,2020-04-01,SP,Mauá,city,3.0,0.0,11.0,True,472912.0,3529401,0.63437,0.0,-23.6677,-46.4613,35.0,São Paulo
5051,2020-04-02,BA,Medeiros Neto,city,1.0,0.0,3.0,True,22688.0,2921104,4.40762,0.0,-17.3707,-40.2238,29.0,Bahia
5054,2020-04-02,PR,Medianeira,city,1.0,0.0,5.0,True,46198.0,4115804,2.1646,0.0,-25.2977,-54.0943,41.0,Paraná
5078,2020-04-01,RJ,Miguel Pereira,city,1.0,1.0,13.0,True,25538.0,3302908,3.9157300000000004,1.0,-22.4572,-43.4803,33.0,Rio de Janeiro
5142,2020-04-01,SP,Mogi Guaçu,city,1.0,0.0,2.0,True,151888.0,3530706,0.65838,0.0,-22.3675,-46.9428,35.0,São Paulo
5145,2020-04-01,SP,Mogi das Cruzes,city,11.0,0.0,7.0,True,445842.0,3530607,2.4672400000000003,0.0,-23.5208,-46.1854,35.0,São Paulo
5171,2020-04-01,RN,Monte Alegre,city,1.0,0.0,4.0,True,22451.0,2407807,4.45414,0.0,-6.07063,-35.3253,24.0,Rio Grande do Norte
5239,2020-04-01,RN,Mossoró,city,20.0,1.0,10.0,True,297378.0,2408003,6.72545,0.05,-5.18374,-37.3474,24.0,Rio Grande do Norte
5272,2020-04-02,MG,Muriaé,city,3.0,0.0,5.0,True,108763.0,3143906,2.75829,0.0,-21.13,-42.3693,31.0,Minas Gerais
5297,2020-04-01,RN,Natal,city,48.0,1.0,15.0,True,884122.0,2408102,5.42911,0.0208,-5.79357,-35.1986,24.0,Rio Grande do Norte
5318,2020-04-02,SC,Navegantes,city,4.0,0.0,14.0,True,81475.0,4211306,4.90948,0.0,-26.8943,-48.6546,42.0,Santa Catarina
5356,2020-04-01,RJ,Niterói,city,62.0,1.0,17.0,True,513584.0,3303302,12.07203,0.0161,-22.8832,-43.1034,33.0,Rio de Janeiro
5379,2020-04-02,SE,Nossa Senhora da Glória,city,1.0,0.0,8.0,True,36924.0,2804508,2.70827,0.0,-10.2158,-37.4211,28.0,Sergipe
5400,2020-04-02,MS,Nova Andradina,city,2.0,0.0,3.0,True,54374.0,5006200,3.67823,0.0,-22.238000000000003,-53.3437,50.0,Mato Grosso do Sul
5440,2020-04-01,RJ,Nova Iguaçu,city,7.0,0.0,5.0,True,821128.0,3303500,0.85249,0.0,-22.7556,-43.4603,33.0,Rio de Janeiro
5453,2020-04-02,MG,Nova Lima,city,22.0,0.0,16.0,True,94889.0,3144805,23.18498,0.0,-19.9758,-43.8509,31.0,Minas Gerais
5474,2020-04-02,MT,Nova Monte Verde,city,1.0,0.0,8.0,True,9178.0,5108956,10.89562,0.0,-9.99998,-57.5261,51.0,Mato Grosso
5485,2020-04-01,SP,Nova Odessa,city,1.0,0.0,2.0,True,60174.0,3533403,1.66185,0.0,-22.7832,-47.2941,35.0,São Paulo
5494,2020-04-02,RS,Nova Palma,city,1.0,0.0,8.0,True,6512.0,4313102,15.35627,0.0,-29.471,-53.4689,43.0,Rio Grande do Sul
5522,2020-04-02,BA,Nova Soure,city,1.0,0.0,4.0,True,26947.0,2922904,3.7109900000000002,0.0,-11.2329,-38.4871,29.0,Bahia
5539,2020-04-02,AM,Novo Airão,city,1.0,0.0,4.0,True,19454.0,1303205,5.1403300000000005,0.0,-2.63637,-60.9434,13.0,Amazonas
5550,2020-04-02,RS,Novo Hamburgo,city,4.0,1.0,5.0,True,246748.0,4313409,1.62109,0.25,-29.6875,-51.1328,43.0,Rio Grande do Sul
5594,2020-04-02,PE,Olinda,city,5.0,1.0,12.0,True,392482.0,2609600,1.27394,0.2,-8.01017,-34.8545,26.0,Pernambuco
5630,2020-04-01,SP,Osasco,city,43.0,2.0,8.0,True,698418.0,3534401,6.15677,0.0465,-23.5324,-46.7916,35.0,São Paulo
5640,2020-04-02,RS,Osório,city,1.0,0.0,11.0,True,45994.0,4313508,2.1742,0.0,-29.8881,-50.2667,43.0,Rio Grande do Sul
5704,2020-04-02,PE,Palmares,city,1.0,0.0,4.0,True,63250.0,2610004,1.58103,0.0,-8.68423,-35.589,26.0,Pernambuco
5710,2020-04-02,TO,Palmas,city,9.0,0.0,15.0,True,299127.0,1721000,3.0087599999999997,0.0,-10.24,-48.3558,17.0,Tocantins
5727,2020-04-02,PR,Palmeira,city,1.0,0.0,1.0,True,33877.0,4117701,2.95186,0.0,-25.4257,-50.007,41.0,Paraná
5757,2020-04-02,SC,Papanduva,city,2.0,0.0,6.0,True,19320.0,4212205,10.35197,0.0,-26.3777,-50.1419,42.0,Santa Catarina
5778,2020-04-02,PR,Paranaguá,city,1.0,0.0,1.0,True,154936.0,4118204,0.6454300000000001,0.0,-25.5161,-48.5225,41.0,Paraná
5779,2020-04-02,GO,Paranaiguara,city,1.0,0.0,3.0,True,10057.0,5216304,9.94332,0.0,-18.9141,-50.6539,52.0,Goiás
5787,2020-04-02,PR,Paranavaí,city,3.0,0.0,10.0,True,88374.0,4118402,3.39466,0.0,-23.0816,-52.4617,41.0,Paraná
5807,2020-04-02,PA,Parauapebas,city,1.0,0.0,6.0,True,208273.0,1505536,0.48013999999999996,0.0,-6.06781,-49.9037,15.0,Pará
5814,2020-04-02,RS,Paraí,city,1.0,0.0,10.0,True,7657.0,4314001,13.05995,0.0,-28.5964,-51.7896,43.0,Rio Grande do Sul
5838,2020-04-02,AM,Parintins,city,3.0,1.0,11.0,True,114273.0,1303403,2.62529,0.3333,-2.63741,-56.729,13.0,Amazonas
5854,2020-04-01,RN,Parnamirim,city,11.0,0.0,11.0,True,261469.0,2403251,4.207,0.0,-5.91116,-35.271,24.0,Rio Grande do Norte
5867,2020-04-01,PI,Parnaíba,city,1.0,1.0,4.0,True,153078.0,2207702,0.6532600000000001,1.0,-2.90585,-41.7754,22.0,Piauí
5876,2020-04-01,RN,Passa e Fica,city,1.0,0.0,4.0,True,13277.0,2409100,7.53182,0.0,-6.43018,-35.6442,24.0,Rio Grande do Norte
5886,2020-04-02,RS,Passo Fundo,city,2.0,0.0,8.0,True,203275.0,4314100,0.9838899999999999,0.0,-28.2576,-52.4091,43.0,Rio Grande do Sul
5902,2020-04-02,PR,Pato Branco,city,2.0,0.0,13.0,True,82881.0,4118501,2.4131,0.0,-26.2292,-52.6706,41.0,Paraná
5915,2020-04-02,PB,Patos,city,1.0,1.0,4.0,True,107605.0,2510808,0.92932,1.0,-7.01743,-37.2747,25.0,Paraíba
5921,2020-04-02,MG,Patrocínio,city,3.0,0.0,18.0,True,90757.0,3148103,3.30553,0.0,-18.9379,-46.9934,31.0,Minas Gerais
5962,2020-04-02,SC,Paulo Lopes,city,1.0,0.0,1.0,True,7494.0,4212304,13.34401,0.0,-27.9607,-48.6864,42.0,Santa Catarina
5965,2020-04-01,SP,Paulínia,city,1.0,0.0,3.0,True,109424.0,3536505,0.9138799999999999,0.0,-22.7542,-47.1488,35.0,São Paulo
5972,2020-04-02,PR,Peabiru,city,1.0,0.0,5.0,True,13996.0,4118808,7.1449,0.0,-23.914,-52.3431,41.0,Paraná
6024,2020-04-02,RS,Pelotas,city,2.0,0.0,9.0,True,342405.0,4314407,0.5841,0.0,-31.7649,-52.3371,43.0,Rio Grande do Sul
6039,2020-04-01,SP,Penápolis,city,1.0,0.0,3.0,True,63407.0,3537305,1.57711,0.0,-21.4148,-50.0769,35.0,São Paulo
6059,2020-04-02,SC,Pescaria Brava,city,1.0,0.0,4.0,True,10091.0,4212650,9.90982,0.0,-28.3966,-48.8864,42.0,Santa Catarina
6064,2020-04-02,PE,Petrolina,city,2.0,0.0,11.0,True,349145.0,2611101,0.5728300000000001,0.0,-9.38866,-40.5027,26.0,Pernambuco
6078,2020-04-01,RJ,Petrópolis,city,5.0,1.0,12.0,True,306191.0,3303906,1.63297,0.2,-22.52,-43.1926,33.0,Rio de Janeiro
6124,2020-04-02,PR,Pinhais,city,5.0,0.0,13.0,True,132157.0,4119152,3.78338,0.0,-25.4429,-49.1927,41.0,Paraná
6163,2020-04-01,SP,Piracicaba,city,5.0,0.0,3.0,True,404142.0,3538709,1.23719,0.0,-22.7338,-47.6476,35.0,São Paulo
6169,2020-04-01,SP,Pirajuí,city,1.0,0.0,2.0,True,25492.0,3538907,3.9228,0.0,-21.999,-49.4608,35.0,São Paulo
6187,2020-04-02,RS,Piratini,city,1.0,0.0,8.0,True,20663.0,4314605,4.83957,0.0,-31.4473,-53.0973,43.0,Rio Grande do Sul
6234,2020-04-02,BA,Pojuca,city,1.0,0.0,5.0,True,39519.0,2925204,2.53043,0.0,-12.4303,-38.3374,29.0,Bahia
6242,2020-04-02,SC,Pomerode,city,1.0,0.0,14.0,True,33447.0,4213203,2.9898,0.0,-26.7384,-49.1785,42.0,Santa Catarina
6259,2020-04-02,PR,Ponta Grossa,city,4.0,0.0,13.0,True,351736.0,4119905,1.1372200000000001,0.0,-25.0916,-50.1668,41.0,Paraná
6272,2020-04-02,MS,Ponta Porã,city,1.0,0.0,13.0,True,92526.0,5006606,1.0807799999999999,0.0,-22.5296,-55.7203,50.0,Mato Grosso do Sul
6319,2020-04-02,AC,Porto Acre,city,1.0,0.0,5.0,True,18504.0,1200807,5.40424,0.0,-9.58138,-67.5478,12.0,Acre
6324,2020-04-02,RS,Porto Alegre,city,232.0,3.0,20.0,True,1483771.0,4314902,15.63584,0.0129,-30.0318,-51.2065,43.0,Rio Grande do Sul
6349,2020-04-02,SC,Porto Belo,city,4.0,0.0,11.0,True,21388.0,4213500,18.70208,0.0,-27.1586,-48.5469,42.0,Santa Catarina
6363,2020-04-01,SP,Porto Feliz,city,1.0,0.0,3.0,True,53098.0,3540606,1.8833099999999998,0.0,-23.2093,-47.5251,35.0,São Paulo
6375,2020-04-02,AL,Porto Real do Colégio,city,1.0,0.0,9.0,True,20066.0,2707503,4.98355,0.0,-10.1849,-36.8376,27.0,Alagoas
6386,2020-04-02,BA,Porto Seguro,city,10.0,0.0,18.0,True,148686.0,2925303,6.72558,0.0,-16.4435,-39.0643,29.0,Bahia
6405,2020-04-02,RO,Porto Velho,city,8.0,1.0,12.0,True,529544.0,1100205,1.51073,0.125,-8.760769999999999,-63.8999,11.0,Rondônia
6434,2020-04-02,MG,Pouso Alegre,city,3.0,0.0,2.0,True,150737.0,3152501,1.99022,0.0,-22.2266,-45.9389,31.0,Minas Gerais
6440,2020-04-01,SP,Poá,city,1.0,0.0,6.0,True,117452.0,3539806,0.85141,0.0,-23.5333,-46.3473,35.0,São Paulo
6454,2020-04-02,MG,Poços de Caldas,city,2.0,0.0,13.0,True,167397.0,3151800,1.19476,0.0,-21.78,-46.5692,31.0,Minas Gerais
6472,2020-04-02,BA,Prado,city,3.0,0.0,17.0,True,28174.0,2925501,10.64812,0.0,-17.3364,-39.2227,29.0,Bahia
6492,2020-04-01,SP,Praia Grande,city,1.0,0.0,1.0,True,325073.0,3541000,0.30762,0.0,-24.0084,-46.4121,35.0,São Paulo
6540,2020-04-02,SE,Propriá,city,2.0,0.0,9.0,True,29626.0,2805703,6.7508300000000006,0.0,-10.2138,-36.8442,28.0,Sergipe
6564,2020-04-02,PR,Quatiguá,city,2.0,0.0,6.0,True,7449.0,4120705,26.84924,0.0,-23.5671,-49.916,41.0,Paraná
6572,2020-04-02,PR,Quatro Barras,city,1.0,0.0,3.0,True,23559.0,4120804,4.24466,0.0,-25.3673,-49.0763,41.0,Paraná
6583,2020-04-01,RJ,Queimados,city,1.0,0.0,3.0,True,150319.0,3304144,0.66525,0.0,-22.7102,-43.5518,33.0,Rio de Janeiro
6604,2020-04-01,CE,Quixadá,city,2.0,0.0,5.0,True,87728.0,2311306,2.27977,0.0,-4.9663,-39.0155,23.0,Ceará
6620,2020-04-02,SC,Rancho Queimado,city,2.0,0.0,20.0,True,2878.0,4214300,69.4927,0.0,-27.6727,-49.0191,42.0,Santa Catarina
6645,2020-04-02,PE,Recife,city,74.0,6.0,19.0,True,1645727.0,2611606,4.4964900000000005,0.0811,-8.046660000000001,-34.8771,26.0,Pernambuco
6681,2020-04-01,RJ,Resende,city,2.0,0.0,8.0,True,131341.0,3304201,1.52275,0.0,-22.4705,-44.4509,33.0,Rio de Janeiro
6733,2020-04-01,SP,Ribeirão Pires,city,1.0,0.0,6.0,True,123393.0,3543303,0.81042,0.0,-23.7067,-46.4058,35.0,São Paulo
6739,2020-04-01,SP,Ribeirão Preto,city,8.0,1.0,5.0,True,703293.0,3543402,1.13751,0.125,-21.1699,-47.8099,35.0,São Paulo
6745,2020-04-02,MG,Ribeirão das Neves,city,2.0,0.0,1.0,True,334858.0,3154606,0.59727,0.0,-19.7621,-44.0844,31.0,Minas Gerais
6759,2020-04-01,RJ,Rio Bonito,city,2.0,1.0,3.0,True,60201.0,3304300,3.3222,0.5,-22.7181,-42.6276,33.0,Rio de Janeiro
6763,2020-04-02,AC,Rio Branco,city,36.0,0.0,17.0,True,407319.0,1200401,8.838280000000001,0.0,-9.97499,-67.8243,12.0,Acre
6782,2020-04-02,PR,Rio Branco do Sul,city,1.0,0.0,4.0,True,32397.0,4122206,3.08671,0.0,-25.1892,-49.3115,41.0,Paraná
6789,2020-04-01,SP,Rio Claro,city,1.0,0.0,6.0,True,206424.0,3543907,0.48444,0.0,-22.3984,-47.5546,35.0,São Paulo
6800,2020-04-02,RS,Rio Grande,city,2.0,0.0,11.0,True,211005.0,4315602,0.94784,0.0,-32.0349,-52.1071,43.0,Rio Grande do Sul
6817,2020-04-02,PR,Rio Negro,city,1.0,0.0,7.0,True,34170.0,4122305,2.92654,0.0,-26.095,-49.7982,41.0,Paraná
6839,2020-04-02,GO,Rio Verde,city,7.0,0.0,21.0,True,235647.0,5218805,2.97054,0.0,-17.7923,-50.9192,52.0,Goiás
6860,2020-04-02,MS,Rio Verde de Mato Grosso,city,1.0,0.0,7.0,True,19746.0,5007406,5.0643199999999995,0.0,-18.9249,-54.8434,50.0,Mato Grosso do Sul
6871,2020-04-01,RJ,Rio das Ostras,city,3.0,1.0,4.0,True,150674.0,3304524,1.99105,0.3333,-22.5174,-41.9475,33.0,Rio de Janeiro
6877,2020-04-01,RJ,Rio de Janeiro,city,697.0,20.0,19.0,True,6718903.0,3304557,10.37372,0.0287,-22.9129,-43.2003,33.0,Rio de Janeiro
6921,2020-04-02,RS,Rolante,city,1.0,0.0,8.0,True,21349.0,4316006,4.68406,0.0,-29.6462,-50.5819,43.0,Rio Grande do Sul
6939,2020-04-02,MT,Rondonópolis,city,5.0,0.0,4.0,True,232491.0,5107602,2.15062,0.0,-16.4673,-54.6372,51.0,Mato Grosso
6963,2020-04-02,MG,Sabará,city,4.0,0.0,7.0,True,136344.0,3156700,2.93376,0.0,-19.884,-43.8263,31.0,Minas Gerais
7001,2020-04-01,SP,Salto de Pirapora,city,1.0,0.0,2.0,True,45422.0,3545308,2.20158,0.0,-23.6474,-47.5743,35.0,São Paulo
7007,2020-04-02,BA,Salvador,city,167.0,3.0,20.0,True,2872347.0,2927408,5.81406,0.018,-12.9718,-38.5011,29.0,Bahia
7038,2020-04-02,RS,Sant'Ana do Livramento,city,5.0,0.0,14.0,True,77027.0,4317103,6.491230000000001,0.0,-30.8773,-55.5392,43.0,Rio Grande do Sul
7076,2020-04-02,BA,Santa Cruz Cabrália,city,2.0,0.0,1.0,True,27778.0,2927705,7.19994,0.0,-16.2825,-39.0295,29.0,Bahia
7115,2020-04-01,SP,Santa Isabel,city,1.0,0.0,2.0,True,57386.0,3546801,1.74259,0.0,-23.3172,-46.2237,35.0,São Paulo
7128,2020-04-02,MG,Santa Luzia,city,1.0,0.0,5.0,True,219134.0,3157807,0.45633999999999997,0.0,-19.7548,-43.8497,31.0,Minas Gerais
7143,2020-04-02,RS,Santa Maria,city,2.0,0.0,12.0,True,282123.0,4316907,0.70891,0.0,-29.6868,-53.8149,43.0,Rio Grande do Sul
7172,2020-04-01,CE,Santa Quitéria,city,1.0,1.0,2.0,True,43703.0,2312205,2.28817,1.0,-4.32608,-40.1523,23.0,Ceará
7191,2020-04-02,RS,Santa Rosa,city,1.0,0.0,7.0,True,73254.0,4317202,1.36511,0.0,-27.8702,-54.4796,43.0,Rio Grande do Sul
7208,2020-04-01,ES,Santa Teresa,city,1.0,0.0,10.0,True,23590.0,3204609,4.23908,0.0,-19.9363,-40.5979,32.0,Espírito Santo
7239,2020-04-01,SP,Santana de Parnaíba,city,18.0,0.0,18.0,True,139447.0,3547304,12.90813,0.0,-23.4439,-46.9178,35.0,São Paulo
7270,2020-04-02,MG,Santana do Paraíso,city,1.0,0.0,1.0,True,34663.0,3158953,2.88492,0.0,-19.3661,-42.5446,31.0,Minas Gerais
7278,2020-04-02,PA,Santarém,city,4.0,1.0,2.0,True,304589.0,1506807,1.31325,0.25,-2.4384900000000003,-54.6996,15.0,Pará
7281,2020-04-02,RS,Santiago,city,1.0,0.0,11.0,True,49425.0,4317400,2.02327,0.0,-29.1897,-54.8666,43.0,Rio Grande do Sul
7299,2020-04-01,SP,Santo André,city,51.0,2.0,11.0,True,718773.0,3547809,7.09543,0.0392,-23.6737,-46.5432,35.0,São Paulo
7313,2020-04-02,RS,Santo Antônio da Patrulha,city,1.0,0.0,12.0,True,42894.0,4317608,2.33133,0.0,-29.8268,-50.5175,43.0,Rio Grande do Sul
7339,2020-04-02,AM,Santo Antônio do Içá,city,4.0,0.0,8.0,True,21602.0,1303700,18.5168,0.0,-3.09544,-67.9463,13.0,Amazonas
7351,2020-04-02,MG,Santo Antônio do Monte,city,2.0,0.0,1.0,True,28243.0,3160405,7.0814,0.0,-20.085,-45.2947,31.0,Minas Gerais
7371,2020-04-01,SP,Santos,city,23.0,0.0,3.0,True,433311.0,3548500,5.30797,0.0,-23.9535,-46.335,35.0,São Paulo
7378,2020-04-02,RS,Sapiranga,city,1.0,0.0,16.0,True,81734.0,4319901,1.22348,0.0,-29.6349,-51.0064,43.0,Rio Grande do Sul
7397,2020-04-02,RS,Sapucaia do Sul,city,1.0,0.0,1.0,True,141075.0,4320008,0.7088399999999999,0.0,-29.8276,-51.145,43.0,Rio Grande do Sul
7450,2020-04-02,RS,Serafina Corrêa,city,3.0,0.0,13.0,True,17502.0,4320404,17.1409,0.0,-28.7126,-51.9352,43.0,Rio Grande do Sul
7466,2020-04-01,RJ,Seropédica,city,1.0,0.0,4.0,True,82312.0,3305554,1.21489,0.0,-22.7526,-43.7155,33.0,Rio de Janeiro
7470,2020-04-01,ES,Serra,city,22.0,0.0,10.0,True,517510.0,3205002,4.25113,0.0,-20.121,-40.3074,32.0,Espírito Santo
7499,2020-04-02,MG,Serra do Salitre,city,1.0,0.0,5.0,True,11582.0,3166808,8.634089999999999,0.0,-19.1083,-46.6961,31.0,Minas Gerais
7527,2020-04-02,MG,Sete Lagoas,city,2.0,0.0,16.0,True,239639.0,3167202,0.8345899999999999,0.0,-19.4569,-44.2413,31.0,Minas Gerais
7549,2020-04-02,SC,Siderópolis,city,2.0,0.0,8.0,True,14007.0,4217600,14.278570000000002,0.0,-28.5955,-49.4314,42.0,Santa Catarina
7557,2020-04-02,MS,Sidrolândia,city,1.0,0.0,15.0,True,57665.0,5007901,1.73415,0.0,-20.9302,-54.9692,50.0,Mato Grosso do Sul
7580,2020-04-02,GO,Silvânia,city,1.0,0.0,9.0,True,20695.0,5220603,4.83209,0.0,-16.66,-48.6083,52.0,Goiás
